OBJECTID,Date,Latitude,Longitude,Oceans,Regions,Location,Microplastics Measurement (density),Unit,Density Range,Concentration Class,Sampling Method,Organization
15228,22/09/2019,7.6544,100.4000,Pacific Ocean,Gulf of Thailand,South China Sea,1.040.000.000,pieces/m3,500-30000,Medium,Metal spoon,"Chulalongkorn University, Bangkok, Thailand"
21654,11/10/2017,21.8899,108.5969,Pacific Ocean,South China Sea,South China Sea,4.533.333.333,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21655,11/10/2017,21.9078,108.5433,Pacific Ocean,South China Sea,South China Sea,2.866.666.667,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21656,11/10/2017,21.8821,108.4674,Pacific Ocean,South China Sea,South China Sea,3.733.333.333,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21657,11/10/2017,21.8406,108.5924,Pacific Ocean,South China Sea,South China Sea,1.933.333.333,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21658,11/10/2017,21.8421,108.5603,Pacific Ocean,South China Sea,South China Sea,10.133.333.333,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21659,11/10/2017,21.8564,108.5493,Pacific Ocean,South China Sea,South China Sea,2.466.666.667,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21660,11/10/2017,21.8240,108.5141,Pacific Ocean,South China Sea,South China Sea,2.600.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21661,11/10/2017,21.8383,108.5340,Pacific Ocean,South China Sea,South China Sea,2.400.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21662,11/10/2017,21.8149,108.5331,Pacific Ocean,South China Sea,South China Sea,2.200.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21663,11/10/2017,21.7909,108.5307,Pacific Ocean,South China Sea,South China Sea,2.600.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21664,11/10/2017,21.7676,108.5370,Pacific Ocean,South China Sea,South China Sea,1.800.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21665,11/10/2017,21.7436,108.5589,Pacific Ocean,South China Sea,South China Sea,2.666.666.667,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21666,11/10/2017,21.7307,108.5410,Pacific Ocean,South China Sea,South China Sea,3.066.666.667,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21667,11/10/2017,21.7220,108.5645,Pacific Ocean,South China Sea,South China Sea,4.533.333.333,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21668,11/10/2017,21.7117,108.5806,Pacific Ocean,South China Sea,South China Sea,2.400.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21669,11/10/2017,21.6971,108.6039,Pacific Ocean,South China Sea,South China Sea,1.400.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21670,11/10/2017,21.7301,108.5753,Pacific Ocean,South China Sea,South China Sea,1.200.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21671,11/10/2017,21.7406,108.5728,Pacific Ocean,South China Sea,South China Sea,2.866.666.667,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21672,11/10/2017,21.7495,108.5672,Pacific Ocean,South China Sea,South China Sea,9.533.333.333,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21673,11/10/2017,21.7835,108.5466,Pacific Ocean,South China Sea,South China Sea,2.266.666.667,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21674,11/10/2017,21.7968,108.5517,Pacific Ocean,South China Sea,South China Sea,1.600.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21675,11/10/2017,21.8168,108.5710,Pacific Ocean,South China Sea,South China Sea,3.400.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
21676,11/10/2017,21.8222,108.5517,Pacific Ocean,South China Sea,South China Sea,8.800.000.000,pieces/m3,10,Very High,stainless-steel sampler,"Beibu Gulf University, China"
